record_index,record_id,work_id,title,auto_level_source,auto_route_family_source,screen_priority_score_source,manual_queue_rank_source,final_level,include_final,exclusion_code,route_family_final,reviewer,review_basis,evidence_location,decision_notes,project_family_id,family_is_primary_work,family_grouping_basis,preferred_record_id,is_preferred_manifestation,dedup_rule
372,REC-0FC0CC9FC50469EE,WORK-222E3401CF429125,"The Immutable Tensor Architecture: A Pure Dataflow Approach for Secure, Energy-Efficient AI Inference",X,DATAFLOW,7,6,X,False,X_ASIC_GPU_ONLY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0FC0CC9FC50469EE:title+abstract,"The implemented contribution is confined to a non-FPGA platform or fixed ASIC concept (The deployment of Large Language Models (LLMs) on consumer edge devices is throttled by the ""Memory Wall"" -- the prohibitive…) without a reusable FPGA route.",,False,,REC-0FC0CC9FC50469EE,True,unique
373,REC-92F308C0D23DBD70,WORK-D7B06D61582C8D39,Architect in the Loop Agentic Hardware Design and Verification,B,,9,4,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-92F308C0D23DBD70:title+abstract,The abstract uses generative agents to produce HDL tests and synthesize complete processor designs on FPGA.,,False,,REC-92F308C0D23DBD70,True,unique
374,REC-F678D73F154843E5,WORK-84D489636861F87C,Efficient Kernel Mapping and Comprehensive System Evaluation of LLM Acceleration on a CGLA,A,OVERLAY,11,1,A,True,,OVERLAY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F678D73F154843E5:title+abstract,The CGLA prototype executes end-to-end Qwen inference through llama.cpp on an instruction-driven FPGA array and reports system-level energy and transfer bottlenecks.,PF-08FCFE46123303F6,True,single_work_family; no explicit cross-work release or extension evidence,REC-F678D73F154843E5,True,unique
375,REC-795EC13A60CA2881,WORK-A0F72D4F2FF027A7,PD-Swap: Prefill-Decode Logic Swapping for End-to-End LLM Inference on Edge FPGAs via Dynamic Partial Reconfiguration,A,DATAFLOW,16,1,A,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-795EC13A60CA2881:title+abstract,PD-Swap supports end-to-end prefill and decode by dynamically swapping phase-specific attention dataflows while retaining the ternary compute core.,PF-6B691A2E44900498,True,single_work_family; no explicit cross-work release or extension evidence,REC-795EC13A60CA2881,True,unique
376,REC-A3A7195BE5E5F981,WORK-0730D94F1FAFFE1E,CXL-SpecKV: A Disaggregated FPGA Speculative KV-Cache for Datacenter LLM Serving,A,,15,1,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-A3A7195BE5E5F981:title+abstract,"CXL-SpecKV offloads KV-cache storage, speculative prefetch, and compression to an FPGA while the decoder remains external, making it a state-management component.",PF-74071726B465F49F,True,single_work_family; no explicit cross-work release or extension evidence,REC-A3A7195BE5E5F981,True,unique
377,REC-83B76CC7809050A0,WORK-777A6B684FCC057A,An End-to-End Neural Network Transceiver Design for OFDM System with FPGA-Accelerated Implementation,X,,7,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-83B76CC7809050A0:title+abstract,"The abstract centers on an unrelated workload (The evolution toward sixth-generation (6G) wireless networks demands high-performance transceiver architectures capable of handling complex and dynamic environments) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-83B76CC7809050A0,True,unique
378,REC-3E67D6E6336EB3E9,WORK-AAFE9325F0AE4FEE,Workflows vs Agents for Code Translation,A,,8,1,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3E67D6E6336EB3E9:title+abstract,The evaluated LLM agents repair MATLAB-to-HDL translations for FPGA deployment rather than implement LLM inference.,,False,,REC-3E67D6E6336EB3E9,True,unique
379,REC-BB32A1B6674133E8,WORK-9A24FCF25C9CF85A,FAME: FPGA Acceleration of Secure Matrix Multiplication with Homomorphic Encryption,D,,7,5,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BB32A1B6674133E8:title+abstract,The abstract accelerates homomorphically encrypted matrix multiplication whose ciphertext datapath is not transferable to ordinary Transformer GEMM.,,False,,REC-BB32A1B6674133E8,True,unique
380,REC-2514284B7C63EDA7,WORK-9BA57A8E909BF25D,Low-Latency FPGA Control System for Real-Time Neural Network Processing in CCD-Based Trapped-Ion Qubit Measurement,B,,8,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2514284B7C63EDA7:title+abstract,The abstract deploys both MLP and complete vision-Transformer inference for qubit measurement on FPGA with microsecond latency.,PF-DABAA1BFD786552B,True,single_work_family; no explicit cross-work release or extension evidence,REC-2514284B7C63EDA7,True,unique
381,REC-510075C37D685110,WORK-C62C90F1440FC4A3,Hardware Acceleration for Neural Networks: A Comprehensive Survey,B,,14,4,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-510075C37D685110:title+abstract,The title and abstract explicitly identify a comprehensive survey spanning neural-network acceleration technologies.,,False,,REC-510075C37D685110,True,unique
382,REC-A0B5993AEECCF0B8,WORK-3A37BBC235AD6733,FPGA Co-Design for Efficient N:M Sparse and Quantized Model Inference,A,,13,1,C,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-A0B5993AEECCF0B8:title+abstract,"The automation framework prunes and quantizes LLM weights and generates a custom systolic-array FPGA accelerator, although its FPGA evidence centers on matrix multiplication.",PF-71546C7A158767E9,True,single_work_family; no explicit cross-work release or extension evidence,REC-A0B5993AEECCF0B8,True,unique
383,REC-136E0A6CF2902F8E,WORK-F722142B1B386E2D,HFRWKV: A High-Performance Fully On-Chip Hardware Accelerator for RWKV,B,,10,4,A,True,,DATAFLOW,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-136E0A6CF2902F8E:title+abstract; LLM-inference-on-FPGA-papers/papers/2601.02135v1.pdf pages 6-8 sections 4.1 and 5.3 search phrase sustained token-per-second rate,The abstract implements a fully on-chip RWKV accelerator while full text confirms end-to-end token prediction and sustained token-per-second measurements up to 7B.,PF-380B7AC0E2B58F96,True,single_work_family; no explicit cross-work release or extension evidence,REC-136E0A6CF2902F8E,True,unique
384,REC-9C84CD6F53E668CB,WORK-D62EC097E3F9A0EF,Enabling Long FFT Convolutions on Memory-Constrained FPGAs via Chunking,B,,8,4,D,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-9C84CD6F53E668CB:title+abstract,The abstract implements chunked long FFT convolution on FPGA as the causal context-mixing primitive used by Hyena language models.,PF-8B45610D5C18DC17,True,single_work_family; no explicit cross-work release or extension evidence,REC-9C84CD6F53E668CB,True,unique
385,REC-57D5901E46D93621,WORK-7A94CFC13901DAC9,The Potential Impact of Neuromorphic Computing on Radio Telescope Observatories,X,,5,6,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-57D5901E46D93621:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""The Potential Impact of Neuromorphic Computing on Radio Telescope Observatories""), not primary implementation evidence.",,False,,REC-57D5901E46D93621,True,unique
386,REC-FEAA09BB86B0EBDA,WORK-A89B5AEDBB0E756D,Relational Hoare Logic for High-Level Synthesis of Hardware Accelerators,C,HLS,8,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-FEAA09BB86B0EBDA:title+abstract,The prototype translator applies semantics-preserving buffer and stream transformations to HLS programs and validates them with an FPGA compiler and board.,PF-8D149B8311AE2279,True,single_work_family; no explicit cross-work release or extension evidence,REC-FEAA09BB86B0EBDA,True,unique
387,REC-B0590D78EA1EFC4E,WORK-94518A8DDCA5A5CE,A flexible language model-assisted electronic design automation framework,B,,9,4,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B0590D78EA1EFC4E:title+abstract,The abstract uses LLMs to generate files and optimize analogue digital RF and FPGA designs inside EDA tools.,,False,,REC-B0590D78EA1EFC4E,True,unique
388,REC-B43B25ED6C25AA2D,WORK-E7D0E6CB21E15E0B,Pipeline Automation Framework for Reusable High-throughput Network Applications on FPGA,X,,5,6,C,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-B43B25ED6C25AA2D:title+abstract;LLM-inference-on-FPGA-papers/papers/2601.15151v1.pdf#text-search=""architectural parameterization framework""","PAF uses a Chisel construction framework to parameterize, elaborate, and retarget reusable pipelined hardware across FPGAs.",PF-72567C90D4E55430,True,single_work_family; no explicit cross-work release or extension evidence,REC-B43B25ED6C25AA2D,True,unique
389,REC-F7C40BB06A37B794,WORK-7081D6F93A40D169,FlexLLM: Composable HLS Library for Flexible Hybrid LLM Accelerator Design,A,HLS,19,1,A,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-F7C40BB06A37B794:title+abstract,FlexLLM uses a composable HLS library to build complete Llama-3.2-1B prefill and decode hardware on U280.,PF-52A5A896CDEFF78D,True,single_work_family; no explicit cross-work release or extension evidence,REC-F7C40BB06A37B794,True,unique
390,REC-4E361D4CBDFC8F53,WORK-868F7BE976E229B3,JetFormer: A Scalable and Efficient Transformer for Jet Tagging from Offline Analysis to FPGA Triggers,B,,12,4,D,True,,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4E361D4CBDFC8F53:title+abstract,The abstract develops pruning quantization and hardware-aware search for an encoder-only Transformer intended for FPGA triggers but reports no FPGA implementation.,PF-8786A7D168889A04,True,single_work_family; no explicit cross-work release or extension evidence,REC-4E361D4CBDFC8F53,True,unique
391,REC-AA20210441F740E6,WORK-58F50C85F6C41FB0,@NTT: Algorithm-Targeted NTT hardware acceleration via Design-Time Constant Optimization,X,,1,3,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-AA20210441F740E6:title+abstract,The design-time-constant accelerator targets Dilithium NTT modular arithmetic and provides no transformer-relevant hardware path.,,False,,REC-AA20210441F740E6,True,unique
392,REC-8545F20267A68E40,WORK-B0A5569EBF86F257,NET4EXA: Pioneering the Future of Interconnects for Supercomputing and AI,B,,6,4,D,True,,CPU_FPGA_FALLBACK,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-8545F20267A68E40:title+abstract,The abstract develops a custom-IP and FPGA-NIC interconnect for LLM training whose communication design transfers to distributed inference.,PF-5FE754B7C5A8A05D,True,single_work_family; no explicit cross-work release or extension evidence,REC-8545F20267A68E40,True,unique
393,REC-5DE990D2A7F4ED8B,WORK-CE8604E56EAC2D7F,Trojan-Resilient NTT: Protecting Against Control Flow and Timing Faults on Reconfigurable Platforms,X,,1,3,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5DE990D2A7F4ED8B:title+abstract,The secure FPGA architecture detects control-flow and timing faults only in Kyber NTT hardware.,,False,,REC-5DE990D2A7F4ED8B,True,unique
394,REC-23229B1B1C344FB1,WORK-13666109D1E8DF37,Position: The Need for Ultrafast Training,X,,5,6,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-23229B1B1C344FB1:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""Position: The Need for Ultrafast Training""), not primary implementation evidence.",,False,,REC-23229B1B1C344FB1,True,unique
395,REC-D287787009EA9CFE,WORK-A561EB5BAF3EFFDF,LAAFD: LLM-based Agents for Accelerated FPGA Design,B,HLS,12,4,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D287787009EA9CFE:title+abstract,The abstract uses LLM agents to translate general C++ into optimized Vitis HLS kernels.,,False,,REC-D287787009EA9CFE,True,unique
396,REC-6959A58704BD803C,WORK-05E3F9EC4680C080,Accelerating Post-Quantum Cryptography via LLM-Driven Hardware-Software Co-Design,B,HLS,8,3,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6959A58704BD803C:title+abstract,"The framework asks LLMs to analyze FALCON and generate FPGA accelerator descriptions, so the LLM is an EDA tool rather than the inference workload.",,False,,REC-6959A58704BD803C,True,unique
397,REC-47E3674AA323D0A4,WORK-670CC3BF1E64AF0F,HillInfer: Efficient Long-Context LLM Inference on the Edge with Hierarchical KV Eviction using SmartSSD,A,,13,1,D,True,,CPU_FPGA_FALLBACK,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-47E3674AA323D0A4:title+abstract,"HillInfer retains LLM inference on the host and offloads lightweight KV-importance evaluation to a SmartSSD FPGA, providing a transferable cache-management component.",PF-EDB8855EAE7A672D,True,single_work_family; no explicit cross-work release or extension evidence,REC-47E3674AA323D0A4,True,unique
398,REC-D73CD39BFAF22510,WORK-B4E6AFDC8B14744B,FAST-Prefill: FPGA Accelerated Sparse Attention for Long Context LLM Prefill,A,,16,1,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D73CD39BFAF22510:title+abstract,FAST-Prefill implements dynamic sparse attention for Llama and Qwen prefill on U280 but does not implement decoding or the remaining model stack.,PF-D4AE309DCEF78D4D,True,single_work_family; no explicit cross-work release or extension evidence,REC-D73CD39BFAF22510,True,unique
399,REC-81988529E906B625,WORK-2C16F10A30467E78,Hermes: A Unified High-Performance NTT Architecture with Hybrid Dataflow,X,DATAFLOW,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-81988529E906B625:title+abstract,"The abstract centers on an unrelated workload (Fully Homomorphic Encryption (FHE) relies heavily on the Number Theoretic Transform (NTT), making NTT a major performance bottleneck due to…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-81988529E906B625,True,unique
400,REC-6861DF774D045B5D,WORK-A0AA3299FFD4B55E,TinyIceNet: Low-Power SAR Sea Ice Segmentation for On-Board FPGA Inference,C,HLS,10,2,C,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6861DF774D045B5D:title+abstract,"TinyIceNet is quantized, synthesized with HLS, and deployed as a complete FPGA segmentation model, documenting a concrete model-to-hardware path.",PF-E12CEE2BC8F76764,True,single_work_family; no explicit cross-work release or extension evidence,REC-6861DF774D045B5D,True,unique
401,REC-FAC8489480AB16AF,WORK-D6F5E32A1CFEB87E,A Persistent-State Dataflow Accelerator for Memory-Bound Linear Attention Decode on FPGA,A,HLS,19,1,B,True,,HLS,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-FAC8489480AB16AF:title+abstract,The Vitis-HLS accelerator implements the recurrent-state and linear-attention decode block used by hybrid Qwen3-Next but not the complete LM.,PF-2716103C94B96A3B,True,single_work_family; no explicit cross-work release or extension evidence,REC-FAC8489480AB16AF,True,unique
402,REC-C5FFB21E3A3121F0,WORK-0EA70D682C20A538,ExpanderGraph-128: A Novel Graph-Theoretic Block Cipher with Formal Security Analysis and Hardware Implementation,X,,1,3,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C5FFB21E3A3121F0:title+abstract,ExpanderGraph-128 is a lightweight block cipher synthesized on Artix-7 with no transformer-relevant compiler or operator contribution.,,False,,REC-C5FFB21E3A3121F0,True,unique
403,REC-5C037721F00D95E3,WORK-200199F16387DE63,SkipOPU: An FPGA-based Overlay Processor for Large Language Models with Dynamically Allocated Computation,B,OVERLAY,11,4,X,False,X_DUPLICATE,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5C037721F00D95E3:title+abstract,The title and abstract duplicate preferred record REC-21E9ADD61448834C and the mapping marks this v1 manifestation as an exact-arXiv duplicate.,PF-5168C31B9C2E442E,True,single_work_family; no explicit cross-work release or extension evidence,REC-21E9ADD61448834C,False,exact_arxiv
404,REC-21E9ADD61448834C,WORK-200199F16387DE63,SkipOPU: An FPGA-based Overlay Processor for Large Language Models with Dynamically Allocated Computation,B,OVERLAY,11,4,B,True,,OVERLAY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-21E9ADD61448834C:title+abstract,The abstract implements a programmable LLM overlay with matrix nonlinear routing and KV-history support for dynamic decode workloads.,PF-5168C31B9C2E442E,True,single_work_family; no explicit cross-work release or extension evidence,REC-21E9ADD61448834C,True,preferred_manifestation
405,REC-324FEBE49170D903,WORK-3924FF0D0D7557D0,The Radio-wave Observations at the Lunar Surface of the photoElectron Sheath (ROLSES) instrument onboard the Intuitive Machines-1 Mission to the Moon,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-324FEBE49170D903:title+abstract,"The abstract centers on an unrelated workload (The Radio wave Observations at the Lunar Surface of the photoElectron Sheath (ROLSES) instrument is a radio telescope system designed…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-324FEBE49170D903,True,unique
406,REC-D2CCA02341920D52,WORK-DC996BA70B1FDD4E,"TRINE: A Token-Aware, Runtime-Adaptive FPGA Inference Engine for Multimodal AI",A,,12,1,B,True,,OVERLAY,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-D2CCA02341920D52:title+abstract; LLM-inference-on-FPGA-papers/papers/2603.22867v1.pdf#section=4.1.Compiler_Infrastructure&search=Chisel-based_RTL_generator,"TRINE runs complete ViT and NLP-bearing multimodal graphs on a mode-switchable single-bitstream engine generated with Chisel, but it does not perform autoregressive LM decoding.",PF-A4BB429FCAA2A1F1,True,single_work_family; no explicit cross-work release or extension evidence,REC-D2CCA02341920D52,True,unique
407,REC-5DDEE20F5B196B1D,WORK-5A1DBB1006F09888,Energy Efficient Software Hardware CoDesign for Machine Learning: From TinyML to Large Language Models,B,,11,4,X,False,X_SECONDARY,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5DDEE20F5B196B1D:title+abstract,The abstract explicitly reviews software-hardware co-design methods from TinyML through LLM serving rather than presenting primary implementation evidence.,,False,,REC-5DDEE20F5B196B1D,True,unique
408,REC-BBE0B7CFE2C766EB,WORK-6B67737B78AD16BF,A Switch-Centric In-Network Architecture for Accelerating LLM Inference in Shared-Memory Network,B,CPU_FPGA_FALLBACK,11,4,X,False,X_DUPLICATE,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BBE0B7CFE2C766EB:title+abstract,The title and abstract duplicate preferred record REC-1CADB59192072EAC and the mapping marks this v3 manifestation as an exact-arXiv duplicate.,PF-9475548CF9802768,True,single_work_family; no explicit cross-work release or extension evidence,REC-1CADB59192072EAC,False,exact_arxiv
409,REC-1CADB59192072EAC,WORK-6B67737B78AD16BF,A Switch-Centric In-Network Architecture for Accelerating LLM Inference in Shared-Memory Network,B,,11,4,D,True,,CPU_FPGA_FALLBACK,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1CADB59192072EAC:title+abstract,The abstract validates an FPGA in-switch accelerator for quantized All-Reduce and reports LLaMA TTFT and TPOT improvements in a GPU system.,PF-9475548CF9802768,True,single_work_family; no explicit cross-work release or extension evidence,REC-1CADB59192072EAC,True,preferred_manifestation
410,REC-377F6DCA995797F6,WORK-EA9F4D3B9BBE30B0,Understand and Accelerate Memory Processing Pipeline for Large Language Model Inference,A,,11,1,A,True,,CPU_FPGA_FALLBACK,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-377F6DCA995797F6:title+abstract,The GPU-FPGA system accelerates complete LLM inference by offloading sparse retrieval and memory-processing stages to FPGA while retaining dense computation on GPU.,PF-1326C1A7929FA973,True,single_work_family; no explicit cross-work release or extension evidence,REC-377F6DCA995797F6,True,unique
411,REC-1B391A89C0485DFA,WORK-E76CA777606DAE51,Mestra: Exploring Migration on Virtualized CGRAs,X,,7,6,C,True,,OVERLAY,codex-title-abstract-screen,title_abstract+local_full_text,"survey/build/phase1_mapping.csv#record_id=REC-1B391A89C0485DFA:title+abstract;LLM-inference-on-FPGA-papers/papers/2604.04694v1.pdf#text-search=""live kernel migration""","Mestra is an end-to-end CGRA system on an Alveo FPGA with kernel mapping, scheduling, and live stateful migration.",PF-341B75A6E11B83A9,True,single_work_family; no explicit cross-work release or extension evidence,REC-1B391A89C0485DFA,True,unique
412,REC-86EE7D1C5BCC6BE3,WORK-E8A992F0865B1B47,Real-Time Cross-Layer Semantic Error Correction Using Language Models and Software-Defined Radio,X,,5,6,X,False,X_NOT_FPGA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-86EE7D1C5BCC6BE3:title+abstract,"The title/abstract do not report material FPGA execution of the claimed model contribution (As Language Models (LMs) advance, Semantic Error Correction (SEC) has emerged as a promising approach for reliable network designs).",,False,,REC-86EE7D1C5BCC6BE3,True,unique
413,REC-E735B0C0CC6BAEC2,WORK-EF85EA97A7D151CE,DBU-OFDM: A Trainable Deep Block-Unitary OFDM Waveform for Integrated Sensing and Communication,X,PARAMETERIZED_RTL,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E735B0C0CC6BAEC2:title+abstract,"The abstract centers on an unrelated workload (Orthogonal frequency-division multiplexing (OFDM) is a dominant waveform in modern wireless systems, yet its high peak-to-average power ratio (PAPR) and…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-E735B0C0CC6BAEC2,True,unique
414,REC-B8F583785D75AE85,WORK-5B191B16FB75E835,A Case Study on Energy-Efficient Edge AI Crack Segmentation,B,,8,4,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-B8F583785D75AE85:title+abstract; LLM-inference-on-FPGA-papers/papers/2604.13933v2.pdf pages 2-4 sections II-D and IV-B search phrase U-Net,The abstract mentions Transformers while full text shows the FPGA accelerator runs a U-Net student and uses SegFormer only as a training teacher.,,False,,REC-B8F583785D75AE85,True,unique
415,REC-24F11AD2640DE71D,WORK-19F5686959A45A24,From Natural Language to Silicon: The Representation Bottleneck in LLM Hardware Design,A,HLS,14,1,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-24F11AD2640DE71D:title+abstract,"The study evaluates LLM-generated Verilog, VHDL, Chisel, Bluespec, PyMTL3, and HLS-C circuits through FPGA synthesis rather than LLM inference.",,False,,REC-24F11AD2640DE71D,True,unique
416,REC-39AD7E76048C13F1,WORK-7E7772B22DCA4C40,ChipCraftBrain: Validation-First RTL Generation via Multi-Agent Orchestration,B,PARAMETERIZED_RTL,12,4,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-39AD7E76048C13F1:title+abstract,The abstract orchestrates LLM agents to generate and validate RTL including an FPGA-tested RISC-V system.,,False,,REC-39AD7E76048C13F1,True,unique
417,REC-906ABFB35680FA91,WORK-B560590AC55EA932,GraphLeap: Decoupling Graph Construction and Convolution for Vision GNN Acceleration on FPGA,A,DATAFLOW,10,1,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-906ABFB35680FA91:title+abstract,GraphLeap is a custom streaming accelerator for vision-GNN graph construction and convolution without a transformer-relevant compiler or operator.,,False,,REC-906ABFB35680FA91,True,unique
418,REC-086BFC4543DB0A77,WORK-26427C11840BF2F5,Coordinated Multipoint Anti-jamming Beam Pattern Synthesis: From AI Accelerated Algorithm to Hardware Implementation,X,,5,6,X,False,X_NON_LM_MODEL,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-086BFC4543DB0A77:title+abstract,"The abstract centers on an unrelated workload (This paper presents a deep unfolding-supported coordinated multipoint beam pattern synthesis (DUCoMP-BPS) scheme to overcome the high complexity, poor adaptability,…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",,False,,REC-086BFC4543DB0A77,True,unique
419,REC-8539603CEC57E49F,WORK-30E9FBE10B8E6877,ViM-Q: Scalable Algorithm-Hardware Co-Design for Vision Mamba Model Inference on FPGA,A,DATAFLOW,12,1,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-8539603CEC57E49F:title+abstract,"ViM-Q implements end-to-end Vision Mamba inference with a runtime-parameterizable linear engine and pipelined SSM recurrence, directly transferable to sequence models.",PF-DB3044CD3F2A4297,True,single_work_family; no explicit cross-work release or extension evidence,REC-8539603CEC57E49F,True,unique
420,REC-B0C90C8C1FE0E7CF,WORK-4299E2401281F0EA,Design Conductor 2.0: An agent builds a TurboQuant inference accelerator in 80 hours,B,,9,4,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B0C90C8C1FE0E7CF:title+abstract,The abstract evaluates an LLM design agent by having it autonomously generate a TurboQuant inference accelerator.,,False,,REC-B0C90C8C1FE0E7CF,True,unique
421,REC-C2EE0783B7B592BD,WORK-B0A12ED57DF00C7D,LLM-Driven Design Space Exploration of FPGA-based Accelerators,B,HLS,12,4,X,False,X_LLM_FOR_EDA,,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C2EE0783B7B592BD:title+abstract,The abstract integrates LLM reasoning into FPGA accelerator design-space exploration and HLS generation.,,False,,REC-C2EE0783B7B592BD,True,unique
422,REC-952DDF542BB99BA4,WORK-37EB9A4023C0A2ED,XtraMAC: An Efficient MAC Architecture for Mixed-Precision LLM Inference on FPGA,B,,13,4,D,True,,PARAMETERIZED_RTL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-952DDF542BB99BA4:title+abstract,The abstract implements an open mixed-integer and floating-point MAC microarchitecture for representative LLM workloads on U55C.,PF-DE5A264FDB659C21,True,single_work_family; no explicit cross-work release or extension evidence,REC-952DDF542BB99BA4,True,unique
423,REC-48C8BD37C529BFD7,WORK-DB653FE81637438C,PoTAcc: A Pipeline for End-to-End Acceleration of Power-of-Two Quantized DNNs,A,CPU_FPGA_FALLBACK,14,1,C,True,,CPU_FPGA_FALLBACK,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-48C8BD37C529BFD7:title+abstract,PoTAcc deploys quantized CNN and transformer models through TFLite onto CPU-only or hybrid CPU-FPGA systems with generated shift-PE accelerators.,PF-917AD3F9E0E08F4A,True,single_work_family; no explicit cross-work release or extension evidence,REC-48C8BD37C529BFD7,True,unique
424,REC-0030D8D9BECDB48D,WORK-459F6415C294FF89,Efficient Implementation of an Adaptive Transformer Accelerator for Massive MIMO Outdoor Localization,B,DATAFLOW,10,4,B,True,,DATAFLOW,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0030D8D9BECDB48D:title+abstract,The abstract implements a complete adaptive Transformer localization model with mixed dataflow and runtime model switching on FPGA.,PF-FB2B60C4BD47CFE1,True,single_work_family; no explicit cross-work release or extension evidence,REC-0030D8D9BECDB48D,True,unique
