record_index,record_id,work_id,title,auto_level,screen_priority_score,final_level,exclusion_code,reviewer,review_basis,evidence_location,decision_notes,preferred_record_id,is_preferred_manifestation,dedup_rule,preferred_manifestation_rationale
306,REC-EEF9D996052FB8A2,WORK-B7CE54A4CCB0BACE,Image processing Application Development on Software Configurable Processor Array,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-EEF9D996052FB8A2:title+abstract,"The abstract centers on an unrelated workload (The software configurable processor finds best use in the embedded systems) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-EEF9D996052FB8A2,True,unique,latest non-withdrawn preprint
307,REC-CF124426CCD42DE6,WORK-60B1C9D0623A6E5B,Dataflow & Tiling Strategies in Edge-AI FPGA Accelerators: A Comprehensive Literature Review,C,8,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-CF124426CCD42DE6:title+abstract,"The abstract identifies the paper as a comprehensive literature review of FPGA dataflow, tiling, and design automation.",REC-CF124426CCD42DE6,True,unique,latest non-withdrawn preprint
312,REC-6001BF8DB461EEBB,WORK-147A4DB2F932B9D4,Efficient Optimization Accelerator Framework for Multistate Ising Problems,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6001BF8DB461EEBB:title+abstract,"The abstract centers on an unrelated workload (Ising Machines are emerging hardware architectures that efficiently solve NP-Hard combinatorial optimization problems) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-6001BF8DB461EEBB,True,unique,latest non-withdrawn preprint
314,REC-BA79F5E84B429763,WORK-6CC82E126E7F7E8D,FPGA-Enabled Machine Learning Applications in Earth Observation: A Systematic Review,X,7,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BA79F5E84B429763:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""FPGA-Enabled Machine Learning Applications in Earth Observation: A Systematic Review""), not primary implementation evidence.",REC-BA79F5E84B429763,True,unique,peer-reviewed manifestation; latest version breaks ties
315,REC-58EA590C04E33E29,WORK-1290984A89B382E5,A high-sensitivity frequency counter for free-induction-decay signals,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-58EA590C04E33E29:title+abstract,"The abstract centers on an unrelated workload (Real-time frequency readout of time-dependent pulsed signals with a high sensitivity are key elements in many applications using atomic devices,…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-58EA590C04E33E29,True,unique,peer-reviewed manifestation; latest version breaks ties
319,REC-DCFB7010F089D86B,WORK-11B82327E2BBCBFB,AMD Versal Implementations of FAM and SSCA Estimators,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DCFB7010F089D86B:title+abstract,"The abstract centers on an unrelated workload (Cyclostationary analysis is widely used in signal processing, particularly in the analysis of human-made signals, and spectral correlation density (SCD)…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-DCFB7010F089D86B,True,unique,latest non-withdrawn preprint
321,REC-09794B47FC51DBAE,WORK-A9368ACFA4EA0FD6,Research on Low-Latency Inference and Training Efficiency Optimization for Graph Neural Network and Large Language Model-Based Recommendation Systems,B,11,X,X_NO_EVIDENCE,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-09794B47FC51DBAE:title+abstract; LLM-inference-on-FPGA-papers/papers/2507.01035v1.pdf pages 2-5 section III Research Methodology search phrase Hybrid + FPGA + DeepSpeed,The abstract claims a Hybrid plus FPGA plus DeepSpeed configuration while full text supplies no FPGA device architecture synthesis flow or hardware measurement.,REC-09794B47FC51DBAE,True,unique,latest non-withdrawn preprint
323,REC-DE3DA0389AC93D33,WORK-0865C46561B46F1F,HLStrans: Dataset for C-to-HLS Hardware Code Synthesis,B,12,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-DE3DA0389AC93D33:title+abstract,The abstract introduces paired C-to-HLS data specifically to train and benchmark LLM-driven hardware synthesis.,REC-DE3DA0389AC93D33,True,unique,latest non-withdrawn preprint
326,REC-5300A102BA97CB5B,WORK-BC7348FFDFDE1D96,High-Performance Pipelined NTT Accelerators with Homogeneous Digit-Serial Modulo Arithmetic,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5300A102BA97CB5B:title+abstract,"The abstract centers on an unrelated workload (The Number Theoretic Transform (NTT) is a fundamental operation in privacy-preserving technologies, particularly within fully homomorphic encryption (FHE)) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-5300A102BA97CB5B,True,unique,latest non-withdrawn preprint
328,REC-928C37379AB66C32,WORK-89E744CABC88AC81,TimelyHLS: LLM-Based Timing-Aware and Architecture-Specific FPGA HLS Optimization,B,14,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-928C37379AB66C32:title+abstract,The abstract uses an LLM and retrieval system to generate and refine architecture-specific FPGA HLS code.,REC-928C37379AB66C32,True,unique,latest non-withdrawn preprint
329,REC-C1B45DD5CFFDEF49,WORK-26328C11C60EF5A6,Demystifying the 7-D Convolution Loop Nest for Data and Instruction Streaming in Reconfigurable AI Accelerators,D,9,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C1B45DD5CFFDEF49:title+abstract,The abstract maps only a seven-dimensional convolution loop nest and validates end-to-end VGG-16 rather than a transformer-relevant operator.,REC-C1B45DD5CFFDEF49,True,unique,latest non-withdrawn preprint
330,REC-70FF806962EDBD4E,WORK-0C40CA296579F793,End-to-end image compression and reconstruction with ultrahigh speed and ultralow energy enabled by opto-electronic computing processor,X,7,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-70FF806962EDBD4E:title+abstract,"The abstract centers on an unrelated workload (The rapid development of AR/VR, remote sensing, satellite radar, and medical equipment has created an imperative demand for ultra efficient…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-70FF806962EDBD4E,True,unique,latest non-withdrawn preprint
331,REC-D675CF108CBF8BAA,WORK-227B756559009085,Lightweight Fault Detection Architecture for NTT on FPGA,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D675CF108CBF8BAA:title+abstract,REMO and the memory checkers detect faults in PQC-specific NTT hardware and do not address an LM-relevant operator.,REC-D675CF108CBF8BAA,True,unique,latest non-withdrawn preprint
333,REC-1229847FA1C1D549,WORK-A5C89A8FAF05933A,CRADLE: Conversational RTL Design Space Exploration with LLM-based Multi-Agent Systems,B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-1229847FA1C1D549:title+abstract,The abstract uses an LLM multi-agent system to optimize RTL designs for FPGA resource use.,REC-1229847FA1C1D549,True,unique,latest non-withdrawn preprint
334,REC-374F2F1C49957DA6,WORK-DE1374C0AC8B542C,DiffAxE: Diffusion-driven Hardware Accelerator Generation and Design Space Exploration,B,9,X,X_DUPLICATE,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-374F2F1C49957DA6:title+abstract; LLM-inference-on-FPGA-papers/papers/2508.10303v1.pdf pages 12-13 section VI search phrase FPGA Implementation,The title and abstract duplicate preferred record REC-B9BB1B48E25209CD and the mapping marks this v1 manifestation as an exact-arXiv duplicate.,REC-B9BB1B48E25209CD,False,exact_arxiv,latest non-withdrawn preprint
337,REC-55AF74F48541DBB8,WORK-03A819E438C41218,A2H-MAS: An Algorithm-to-HLS Multi-Agent System for Automated and Reliable FPGA Implementation,B,12,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-55AF74F48541DBB8:title+abstract,The abstract uses an LLM multi-agent system to translate MATLAB algorithms into optimized HLS FPGA designs.,REC-55AF74F48541DBB8,True,unique,latest non-withdrawn preprint
341,REC-805AE51C4211C504,WORK-9E32F1C8110F6B21,JEDI-linear: Fast and Efficient Graph Neural Networks for Jet Tagging on FPGAs,D,7,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-805AE51C4211C504:title+abstract,The abstract implements a jet-tagging graph neural network and exposes no transformer operator or general model-to-hardware route.,REC-805AE51C4211C504,True,unique,peer-reviewed manifestation; latest version breaks ties
343,REC-6CF049B6B7FF9E23,WORK-F2DC066E5598BF81,Real-Time Piano Note Frequency Detection Using FPGA and FFT Core,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6CF049B6B7FF9E23:title+abstract,"The abstract centers on an unrelated workload (Real-time frequency analysis of musical instruments, such as the piano, is an essential feature in areas like electronic tuners, music…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-6CF049B6B7FF9E23,True,unique,latest non-withdrawn preprint
345,REC-FD2B3322B61290F3,WORK-EF452969ACBB9FAC,Real Time FPGA Based Transformers & VLMs for Vision Tasks: SOTA Designs and Optimizations,B,10,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-FD2B3322B61290F3:title+abstract,The title and abstract explicitly identify a comprehensive review of FPGA Transformer and vision-language-model designs.,REC-FD2B3322B61290F3,True,unique,latest non-withdrawn preprint
348,REC-C9DCCD19015DC11E,WORK-AC1953D0DD6AB7C3,Forecasting and Visualizing Air Quality from Sky Images with Vision-Language Models,X,5,X,X_NOT_FPGA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C9DCCD19015DC11E:title+abstract,"The title/abstract do not report material FPGA execution of the claimed model contribution (Air pollution remains a critical threat to public health and environmental sustainability, yet conventional monitoring systems are often constrained by…).",REC-C9DCCD19015DC11E,True,unique,latest non-withdrawn preprint
349,REC-E4632083C47944B3,WORK-B4D1C8CE3592F127,The Energy-Efficient Hierarchical Neural Network with Fast FPGA-Based Incremental Learning,B,6,X,X_TRAINING_ONLY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E4632083C47944B3:title+abstract,The abstract offers theoretical architecture insights for hierarchical incremental LLM training but reports no transferable inference implementation.,REC-E4632083C47944B3,True,unique,latest non-withdrawn preprint
350,REC-2D053154E4E78BA8,WORK-E2FF24E7DB4BBD32,CMOS Implementation of Field Programmable Spiking Neural Network for Hardware Reservoir Computing,B,9,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-2D053154E4E78BA8:title+abstract,The abstract implements a custom CMOS reservoir-computing fabric and mentions LLMs only as general motivation.,REC-2D053154E4E78BA8,True,unique,peer-reviewed manifestation; latest version breaks ties
355,REC-FE659F378ED5871B,WORK-46BEA550E8BFE22F,"ISAAC: Intelligent, Scalable, Agile, and Accelerated CPU Verification via LLM-aided FPGA Parallelism",B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-FE659F378ED5871B:title+abstract,The abstract uses LLM agents plus FPGA parallelism to generate stimuli and accelerate CPU verification.,REC-FE659F378ED5871B,True,unique,latest non-withdrawn preprint
356,REC-28937A3B820B31B6,WORK-1B294A2D3BFB3BF1,Decoding Correlated Errors in Quantum LDPC Codes,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-28937A3B820B31B6:title+abstract,"The abstract centers on an unrelated workload (We introduce a decoding framework for correlated errors in quantum LDPC codes under circuit-level noise) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-28937A3B820B31B6,True,unique,peer-reviewed manifestation; latest version breaks ties
369,REC-A09E64F97FA61561,WORK-F18636AB5FA5D7E7,T-SAR: A Full-Stack Co-design for CPU-Only Ternary LLM Inference via In-Place SIMD ALU Reorganization,B,11,X,X_NOT_FPGA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-A09E64F97FA61561:title+abstract,The abstract explicitly implements ternary LLM inference only on CPUs using SIMD register reorganization and rejects FPGA accelerators for the target edge use.,REC-A09E64F97FA61561,True,unique,latest non-withdrawn preprint
372,REC-0FC0CC9FC50469EE,WORK-222E3401CF429125,"The Immutable Tensor Architecture: A Pure Dataflow Approach for Secure, Energy-Efficient AI Inference",X,7,X,X_ASIC_GPU_ONLY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0FC0CC9FC50469EE:title+abstract,"The implemented contribution is confined to a non-FPGA platform or fixed ASIC concept (The deployment of Large Language Models (LLMs) on consumer edge devices is throttled by the ""Memory Wall"" -- the prohibitive…) without a reusable FPGA route.",REC-0FC0CC9FC50469EE,True,unique,latest non-withdrawn preprint
373,REC-92F308C0D23DBD70,WORK-D7B06D61582C8D39,Architect in the Loop Agentic Hardware Design and Verification,B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-92F308C0D23DBD70:title+abstract,The abstract uses generative agents to produce HDL tests and synthesize complete processor designs on FPGA.,REC-92F308C0D23DBD70,True,unique,latest non-withdrawn preprint
377,REC-83B76CC7809050A0,WORK-777A6B684FCC057A,An End-to-End Neural Network Transceiver Design for OFDM System with FPGA-Accelerated Implementation,X,7,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-83B76CC7809050A0:title+abstract,"The abstract centers on an unrelated workload (The evolution toward sixth-generation (6G) wireless networks demands high-performance transceiver architectures capable of handling complex and dynamic environments) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-83B76CC7809050A0,True,unique,latest non-withdrawn preprint
378,REC-3E67D6E6336EB3E9,WORK-AAFE9325F0AE4FEE,Workflows vs Agents for Code Translation,A,8,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-3E67D6E6336EB3E9:title+abstract,The evaluated LLM agents repair MATLAB-to-HDL translations for FPGA deployment rather than implement LLM inference.,REC-3E67D6E6336EB3E9,True,unique,peer-reviewed manifestation; latest version breaks ties
379,REC-BB32A1B6674133E8,WORK-9A24FCF25C9CF85A,FAME: FPGA Acceleration of Secure Matrix Multiplication with Homomorphic Encryption,D,7,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BB32A1B6674133E8:title+abstract,The abstract accelerates homomorphically encrypted matrix multiplication whose ciphertext datapath is not transferable to ordinary Transformer GEMM.,REC-BB32A1B6674133E8,True,unique,latest non-withdrawn preprint
381,REC-510075C37D685110,WORK-C62C90F1440FC4A3,Hardware Acceleration for Neural Networks: A Comprehensive Survey,B,14,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-510075C37D685110:title+abstract,The title and abstract explicitly identify a comprehensive survey spanning neural-network acceleration technologies.,REC-510075C37D685110,True,unique,latest non-withdrawn preprint
385,REC-57D5901E46D93621,WORK-7A94CFC13901DAC9,The Potential Impact of Neuromorphic Computing on Radio Telescope Observatories,X,5,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-57D5901E46D93621:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""The Potential Impact of Neuromorphic Computing on Radio Telescope Observatories""), not primary implementation evidence.",REC-57D5901E46D93621,True,unique,latest non-withdrawn preprint
387,REC-B0590D78EA1EFC4E,WORK-94518A8DDCA5A5CE,A flexible language model-assisted electronic design automation framework,B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B0590D78EA1EFC4E:title+abstract,The abstract uses LLMs to generate files and optimize analogue digital RF and FPGA designs inside EDA tools.,REC-B0590D78EA1EFC4E,True,unique,latest non-withdrawn preprint
391,REC-AA20210441F740E6,WORK-58F50C85F6C41FB0,@NTT: Algorithm-Targeted NTT hardware acceleration via Design-Time Constant Optimization,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-AA20210441F740E6:title+abstract,The design-time-constant accelerator targets Dilithium NTT modular arithmetic and provides no transformer-relevant hardware path.,REC-AA20210441F740E6,True,unique,latest non-withdrawn preprint
393,REC-5DE990D2A7F4ED8B,WORK-CE8604E56EAC2D7F,Trojan-Resilient NTT: Protecting Against Control Flow and Timing Faults on Reconfigurable Platforms,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5DE990D2A7F4ED8B:title+abstract,The secure FPGA architecture detects control-flow and timing faults only in Kyber NTT hardware.,REC-5DE990D2A7F4ED8B,True,unique,latest non-withdrawn preprint
394,REC-23229B1B1C344FB1,WORK-13666109D1E8DF37,Position: The Need for Ultrafast Training,X,5,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-23229B1B1C344FB1:title+abstract,"The record identifies itself as a survey, review, overview, guide, or position piece (""Position: The Need for Ultrafast Training""), not primary implementation evidence.",REC-23229B1B1C344FB1,True,unique,latest non-withdrawn preprint
395,REC-D287787009EA9CFE,WORK-A561EB5BAF3EFFDF,LAAFD: LLM-based Agents for Accelerated FPGA Design,B,12,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-D287787009EA9CFE:title+abstract,The abstract uses LLM agents to translate general C++ into optimized Vitis HLS kernels.,REC-D287787009EA9CFE,True,unique,latest non-withdrawn preprint
396,REC-6959A58704BD803C,WORK-05E3F9EC4680C080,Accelerating Post-Quantum Cryptography via LLM-Driven Hardware-Software Co-Design,B,8,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-6959A58704BD803C:title+abstract,"The framework asks LLMs to analyze FALCON and generate FPGA accelerator descriptions, so the LLM is an EDA tool rather than the inference workload.",REC-6959A58704BD803C,True,unique,latest non-withdrawn preprint
399,REC-81988529E906B625,WORK-2C16F10A30467E78,Hermes: A Unified High-Performance NTT Architecture with Hybrid Dataflow,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-81988529E906B625:title+abstract,"The abstract centers on an unrelated workload (Fully Homomorphic Encryption (FHE) relies heavily on the Number Theoretic Transform (NTT), making NTT a major performance bottleneck due to…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-81988529E906B625,True,unique,latest non-withdrawn preprint
402,REC-C5FFB21E3A3121F0,WORK-0EA70D682C20A538,ExpanderGraph-128: A Novel Graph-Theoretic Block Cipher with Formal Security Analysis and Hardware Implementation,X,1,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C5FFB21E3A3121F0:title+abstract,ExpanderGraph-128 is a lightweight block cipher synthesized on Artix-7 with no transformer-relevant compiler or operator contribution.,REC-C5FFB21E3A3121F0,True,unique,peer-reviewed manifestation; latest version breaks ties
403,REC-5C037721F00D95E3,WORK-200199F16387DE63,SkipOPU: An FPGA-based Overlay Processor for Large Language Models with Dynamically Allocated Computation,B,11,X,X_DUPLICATE,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5C037721F00D95E3:title+abstract,The title and abstract duplicate preferred record REC-21E9ADD61448834C and the mapping marks this v1 manifestation as an exact-arXiv duplicate.,REC-21E9ADD61448834C,False,exact_arxiv,latest non-withdrawn preprint
405,REC-324FEBE49170D903,WORK-3924FF0D0D7557D0,The Radio-wave Observations at the Lunar Surface of the photoElectron Sheath (ROLSES) instrument onboard the Intuitive Machines-1 Mission to the Moon,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-324FEBE49170D903:title+abstract,"The abstract centers on an unrelated workload (The Radio wave Observations at the Lunar Surface of the photoElectron Sheath (ROLSES) instrument is a radio telescope system designed…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-324FEBE49170D903,True,unique,latest non-withdrawn preprint
407,REC-5DDEE20F5B196B1D,WORK-5A1DBB1006F09888,Energy Efficient Software Hardware CoDesign for Machine Learning: From TinyML to Large Language Models,B,11,X,X_SECONDARY,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-5DDEE20F5B196B1D:title+abstract,The abstract explicitly reviews software-hardware co-design methods from TinyML through LLM serving rather than presenting primary implementation evidence.,REC-5DDEE20F5B196B1D,True,unique,latest non-withdrawn preprint
408,REC-BBE0B7CFE2C766EB,WORK-6B67737B78AD16BF,A Switch-Centric In-Network Architecture for Accelerating LLM Inference in Shared-Memory Network,B,11,X,X_DUPLICATE,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-BBE0B7CFE2C766EB:title+abstract,The title and abstract duplicate preferred record REC-1CADB59192072EAC and the mapping marks this v3 manifestation as an exact-arXiv duplicate.,REC-1CADB59192072EAC,False,exact_arxiv,latest non-withdrawn preprint
412,REC-86EE7D1C5BCC6BE3,WORK-E8A992F0865B1B47,Real-Time Cross-Layer Semantic Error Correction Using Language Models and Software-Defined Radio,X,5,X,X_NOT_FPGA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-86EE7D1C5BCC6BE3:title+abstract,"The title/abstract do not report material FPGA execution of the claimed model contribution (As Language Models (LMs) advance, Semantic Error Correction (SEC) has emerged as a promising approach for reliable network designs).",REC-86EE7D1C5BCC6BE3,True,unique,latest non-withdrawn preprint
413,REC-E735B0C0CC6BAEC2,WORK-EF85EA97A7D151CE,DBU-OFDM: A Trainable Deep Block-Unitary OFDM Waveform for Integrated Sensing and Communication,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-E735B0C0CC6BAEC2:title+abstract,"The abstract centers on an unrelated workload (Orthogonal frequency-division multiplexing (OFDM) is a dominant waveform in modern wireless systems, yet its high peak-to-average power ratio (PAPR) and…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-E735B0C0CC6BAEC2,True,unique,latest non-withdrawn preprint
414,REC-B8F583785D75AE85,WORK-5B191B16FB75E835,A Case Study on Energy-Efficient Edge AI Crack Segmentation,B,8,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract+local_full_text,survey/build/phase1_mapping.csv#record_id=REC-B8F583785D75AE85:title+abstract; LLM-inference-on-FPGA-papers/papers/2604.13933v2.pdf pages 2-4 sections II-D and IV-B search phrase U-Net,The abstract mentions Transformers while full text shows the FPGA accelerator runs a U-Net student and uses SegFormer only as a training teacher.,REC-B8F583785D75AE85,True,unique,latest non-withdrawn preprint
415,REC-24F11AD2640DE71D,WORK-19F5686959A45A24,From Natural Language to Silicon: The Representation Bottleneck in LLM Hardware Design,A,14,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-24F11AD2640DE71D:title+abstract,"The study evaluates LLM-generated Verilog, VHDL, Chisel, Bluespec, PyMTL3, and HLS-C circuits through FPGA synthesis rather than LLM inference.",REC-24F11AD2640DE71D,True,unique,latest non-withdrawn preprint
416,REC-39AD7E76048C13F1,WORK-7E7772B22DCA4C40,ChipCraftBrain: Validation-First RTL Generation via Multi-Agent Orchestration,B,12,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-39AD7E76048C13F1:title+abstract,The abstract orchestrates LLM agents to generate and validate RTL including an FPGA-tested RISC-V system.,REC-39AD7E76048C13F1,True,unique,latest non-withdrawn preprint
417,REC-906ABFB35680FA91,WORK-B560590AC55EA932,GraphLeap: Decoupling Graph Construction and Convolution for Vision GNN Acceleration on FPGA,A,10,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-906ABFB35680FA91:title+abstract,GraphLeap is a custom streaming accelerator for vision-GNN graph construction and convolution without a transformer-relevant compiler or operator.,REC-906ABFB35680FA91,True,unique,latest non-withdrawn preprint
418,REC-086BFC4543DB0A77,WORK-26427C11840BF2F5,Coordinated Multipoint Anti-jamming Beam Pattern Synthesis: From AI Accelerated Algorithm to Hardware Implementation,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-086BFC4543DB0A77:title+abstract,"The abstract centers on an unrelated workload (This paper presents a deep unfolding-supported coordinated multipoint beam pattern synthesis (DUCoMP-BPS) scheme to overcome the high complexity, poor adaptability,…) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-086BFC4543DB0A77,True,unique,latest non-withdrawn preprint
420,REC-B0C90C8C1FE0E7CF,WORK-4299E2401281F0EA,Design Conductor 2.0: An agent builds a TurboQuant inference accelerator in 80 hours,B,9,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-B0C90C8C1FE0E7CF:title+abstract,The abstract evaluates an LLM design agent by having it autonomously generate a TurboQuant inference accelerator.,REC-B0C90C8C1FE0E7CF,True,unique,latest non-withdrawn preprint
421,REC-C2EE0783B7B592BD,WORK-B0A12ED57DF00C7D,LLM-Driven Design Space Exploration of FPGA-based Accelerators,B,12,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-C2EE0783B7B592BD:title+abstract,The abstract integrates LLM reasoning into FPGA accelerator design-space exploration and HLS generation.,REC-C2EE0783B7B592BD,True,unique,latest non-withdrawn preprint
425,REC-52B9F62BBB664FC3,WORK-10AC642EACF002E1,Triple-Hoisted Baby-Step Giant-Step Linear Transformation over CKKS Homomorphic Encryption and Hardware Accelerator,B,9,X,X_DUPLICATE,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-52B9F62BBB664FC3:title+abstract,The title and abstract duplicate preferred record REC-FB33D5E71B559051 and the mapping marks this v1 manifestation as an exact-arXiv duplicate.,REC-FB33D5E71B559051,False,exact_arxiv,latest non-withdrawn preprint
428,REC-4B81C38EF3EA8055,WORK-4DF889B4362107B9,Discrete Wavelet Transform for Serial X-ray Crystallography Image Segmentation,X,5,X,X_NON_LM_MODEL,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-4B81C38EF3EA8055:title+abstract,"The abstract centers on an unrelated workload (Upcoming LCLS-II/II-HE operation at repetition rates approaching 1MHz demands on-detector data reduction to manage the resulting data volumes) and gives no transformer/LM-relevant compiler, operator, or architecture evidence.",REC-4B81C38EF3EA8055,True,unique,latest non-withdrawn preprint
429,REC-0C1041A492BBE78B,WORK-0D23C125FBBF7BBC,HSCO-Bench: An Agent-Driven End-to-End Hardware-Software Co-design Benchmark for Systems-on-Chip,A,11,X,X_LLM_FOR_EDA,codex-title-abstract-screen,title_abstract,survey/build/phase1_mapping.csv#record_id=REC-0C1041A492BBE78B:title+abstract,HSCO-Bench measures whether LLM agents can generate and integrate accelerator-rich FPGA SoCs rather than executing the LLM itself.,REC-0C1041A492BBE78B,True,unique,latest non-withdrawn preprint
