arxiv_id,base_arxiv_id,title,realistically_reusable,top_route_candidates,llm_relevance_hits,llm_relevance_score,mlir_circt_level,hls_level,overlay_level,param_rtl_level,dataflow_level,cpu_fpga_fallback_level,pdf_status,pdf_path,pdf_pages
2602.02005v1,2602.02005,Position: The Need for Ultrafast Training,high,cpu_fpga_fallback:high;hls:medium;dataflow:medium,decode;inference,0.18,none,medium,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2602.02005v1.pdf,4
2602.06085v1,2602.06085,LAAFD: LLM-based Agents for Accelerated FPGA Design,high,hls:high;dataflow:high;param_rtl:high, llm;large language model;gpt;token;inference,0.45,none,high,none,high,high,low,ok,LLM-inference-on-FPGA-papers/papers/2602.06085v1.pdf,10
2602.09410v1,2602.09410,Accelerating Post-Quantum Cryptography via LLM-Driven Hardware-Software Co-Design,high,param_rtl:high;cpu_fpga_fallback:high;hls:high, llm;large language model;gpt;token,0.36,none,high,none,high,low,high,ok,LLM-inference-on-FPGA-papers/papers/2602.09410v1.pdf,8
2602.18750v2,2602.18750,HillInfer: Efficient Long-Context LLM Inference on the Edge with Hierarchical KV Eviction using SmartSSD,high,cpu_fpga_fallback:high;dataflow:high;mlir_circt:low, llm;large language model;transformer;attention;kv cache;token;autoregressive;prefill;decode;inference,0.91,low,low,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2602.18750v2.pdf,16
2602.20515v1,2602.20515,FAST-Prefill: FPGA Accelerated Sparse Attention for Long Context LLM Prefill,high,cpu_fpga_fallback:high;dataflow:high;hls:medium, llm;large language model;transformer;attention;kv cache;token;prefill;decode;inference,0.82,low,medium,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2602.20515v1.pdf,9
2603.03075v1,2603.03075,TinyIceNet: Low-Power SAR Sea Ice Segmentation for On-Board FPGA Inference,medium,hls:medium;dataflow:medium;cpu_fpga_fallback:medium,attention;decode;inference,0.27,none,medium,none,none,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2603.03075v1.pdf,14
2603.05931v1,2603.05931,A Persistent-State Dataflow Accelerator for Memory-Bound Linear Attention Decode on FPGA,high,cpu_fpga_fallback:high;dataflow:high;hls:medium, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,medium,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2603.05931v1.pdf,9
2603.12637v1,2603.12637,ExpanderGraph-128: A Novel Graph-Theoretic Block Cipher with Formal Security Analysis and Hardware Implementation,high,param_rtl:high;dataflow:medium;cpu_fpga_fallback:medium,token,0.09,low,none,none,high,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2603.12637v1.pdf,34
2603.14785v1,2603.14785,SkipOPU: An FPGA-based Overlay Processor for Large Language Models with Dynamically Allocated Computation,high,cpu_fpga_fallback:high;dataflow:high;param_rtl:medium, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,none,medium,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2603.14785v1.pdf,22
2603.14785v2,2603.14785,SkipOPU: An FPGA-based Overlay Processor for Large Language Models with Dynamically Allocated Computation,medium,overlay:medium;cpu_fpga_fallback:low, llm;large language model;token;inference,0.36,none,none,medium,none,none,low,unavailable_or_failed,LLM-inference-on-FPGA-papers/papers/2603.14785v2.pdf,0
2603.22867v1,2603.22867,"TRINE: A Token-Aware, Runtime-Adaptive FPGA Inference Engine for Multimodal AI",high,cpu_fpga_fallback:high;dataflow:high;param_rtl:low,transformer;attention;token;inference,0.36,low,low,low,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2603.22867v1.pdf,7
2603.23668v1,2603.23668,Energy Efficient Software Hardware CoDesign for Machine Learning: From TinyML to Large Language Models,high,cpu_fpga_fallback:high;dataflow:high;overlay:low, llm;large language model;transformer;attention;gpt;inference,0.55,low,none,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2603.23668v1.pdf,8
2603.28239v3,2603.28239,A Switch-Centric In-Network Architecture for Accelerating LLM Inference in Shared-Memory Network,high,cpu_fpga_fallback:high;mlir_circt:medium;dataflow:medium, llm;large language model;transformer;attention;gpt;token;prefill;decode;inference,0.82,medium,none,low,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2603.28239v3.pdf,14
2603.29002v3,2603.29002,Understand and Accelerate Memory Processing Pipeline for Large Language Model Inference,high,cpu_fpga_fallback:high;dataflow:high;hls:medium, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,none,medium,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2603.29002v3.pdf,24
2604.04694v1,2604.04694,Mestra: Exploring Migration on Virtualized CGRAs,high,dataflow:high;cpu_fpga_fallback:high;overlay:low, llm;attention;token,0.27,low,none,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2604.04694v1.pdf,10
2604.13933v2,2604.13933,A Case Study on Energy-Efficient Edge AI Crack Segmentation,high,cpu_fpga_fallback:high;hls:high;dataflow:high,transformer;attention;decode;inference,0.36,low,high,none,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2604.13933v2.pdf,8
2604.17097v1,2604.17097,From Natural Language to Silicon: The Representation Bottleneck in LLM Hardware Design,high,param_rtl:high;hls:high;cpu_fpga_fallback:medium, llm;large language model;gpt,0.27,low,high,none,high,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2604.17097v1.pdf,7
2604.19856v1,2604.19856,ChipCraftBrain: Validation-First RTL Generation via Multi-Agent Orchestration,high,param_rtl:high;cpu_fpga_fallback:high;mlir_circt:medium, llm;large language model;attention;gpt;token;autoregressive;decode;inference,0.73,medium,none,low,high,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2604.19856v1.pdf,17
2604.21290v1,2604.21290,GraphLeap: Decoupling Graph Construction and Convolution for Vision GNN Acceleration on FPGA,high,dataflow:high;cpu_fpga_fallback:high;overlay:low,transformer;attention;token;inference,0.36,low,low,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2604.21290v1.pdf,10
2604.23880v1,2604.23880,Coordinated Multipoint Anti-jamming Beam Pattern Synthesis: From AI Accelerated Algorithm to Hardware Implementation,high,cpu_fpga_fallback:high;hls:low;dataflow:low,decode;inference,0.18,none,low,none,none,low,high,ok,LLM-inference-on-FPGA-papers/papers/2604.23880v1.pdf,13
2605.01935v1,2605.01935,ViM-Q: Scalable Algorithm-Hardware Co-Design for Vision Mamba Model Inference on FPGA,high,dataflow:high;cpu_fpga_fallback:high;param_rtl:high, llm;transformer;attention;token;inference,0.45,low,low,none,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2605.01935v1.pdf,10
2605.05170v1,2605.05170,Design Conductor 2.0: An agent builds a TurboQuant inference accelerator in 80 hours,high,cpu_fpga_fallback:high;param_rtl:medium;dataflow:low, llm;large language model;attention;kv cache;token;autoregressive;decode;inference,0.73,none,none,none,medium,low,high,ok,LLM-inference-on-FPGA-papers/papers/2605.05170v1.pdf,12
2605.05920v1,2605.05920,LLM-Driven Design Space Exploration of FPGA-based Accelerators,high,hls:high;dataflow:high;cpu_fpga_fallback:high, llm;large language model;token;inference,0.36,low,high,none,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2605.05920v1.pdf,6
2605.06052v1,2605.06052,XtraMAC: An Efficient MAC Architecture for Mixed-Precision LLM Inference on FPGA,high,dataflow:high;cpu_fpga_fallback:high;overlay:medium, llm;large language model;transformer;attention;gpt;token;decode;inference,0.73,low,none,medium,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2605.06052v1.pdf,14
2605.06082v1,2605.06082,PoTAcc: A Pipeline for End-to-End Acceleration of Power-of-Two Quantized DNNs,high,cpu_fpga_fallback:high;dataflow:medium;mlir_circt:low, llm;transformer;attention;decode;inference,0.45,low,none,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2605.06082v1.pdf,13
2605.13507v1,2605.13507,Efficient Implementation of an Adaptive Transformer Accelerator for Massive MIMO Outdoor Localization,high,cpu_fpga_fallback:high;dataflow:high;overlay:low,transformer;attention;token;inference,0.36,low,none,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2605.13507v1.pdf,10
2605.17222v1,2605.17222,Triple-Hoisted Baby-Step Giant-Step Linear Transformation over CKKS Homomorphic Encryption and Hardware Accelerator,medium,dataflow:medium;param_rtl:low;cpu_fpga_fallback:low,large language model;transformer;inference,0.27,none,none,none,low,medium,low,ok,LLM-inference-on-FPGA-papers/papers/2605.17222v1.pdf,11
2605.19199v2,2605.19199,Discrete Wavelet Transform for Serial X-ray Crystallography Image Segmentation,medium,hls:medium;cpu_fpga_fallback:medium;dataflow:low,transformer;inference,0.18,none,medium,none,none,low,medium,ok,LLM-inference-on-FPGA-papers/papers/2605.19199v2.pdf,20
2605.19399v1,2605.19399,HSCO-Bench: An Agent-Driven End-to-End Hardware-Software Co-design Benchmark for Systems-on-Chip,high,cpu_fpga_fallback:high;param_rtl:high;dataflow:high, llm;large language model;transformer;gpt;inference,0.45,none,medium,none,high,high,high,ok,LLM-inference-on-FPGA-papers/papers/2605.19399v1.pdf,23
2606.07246v1,2606.07246,MailoHLS: Multi-Adapter Structure-Aware Learning for Pareto-Driven HLS Pragma Optimization,high,hls:high;dataflow:high;cpu_fpga_fallback:high, llm;large language model;transformer;attention;gpt;token;autoregressive;decode;inference,0.82,medium,high,low,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2606.07246v1.pdf,14
2606.11117v1,2606.11117,Towards Autonomous Accelerator Design: FPGA Accelerator Generation with SECDA,high,param_rtl:high;hls:high;dataflow:high, llm;large language model;gpt;inference,0.36,low,high,none,high,high,medium,ok,LLM-inference-on-FPGA-papers/papers/2606.11117v1.pdf,6
2606.12556v2,2606.12556,ITME: Inference Tiered Memory Expansion with Disaggregated CXL-Hybrid Memories,high,cpu_fpga_fallback:high;dataflow:high;overlay:low, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,none,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2606.12556v2.pdf,13
2606.13708v1,2606.13708,Tiara: A Programmable Line-Rate ISA for Remote Memory Access,high,cpu_fpga_fallback:high;dataflow:medium;overlay:low, llm;large language model;attention;kv cache;token;prefill;inference,0.64,low,low,low,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2606.13708v1.pdf,8
2606.15045v1,2606.15045,NEURON-Fabric: CXL-Side Low-Bit Gradient Aggregation for Distributed Training,high,cpu_fpga_fallback:high;param_rtl:low;mlir_circt:low, llm;large language model;transformer;gpt;decode,0.45,low,none,none,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2606.15045v1.pdf,13
2606.16440v1,2606.16440,NeuronFabric: A Software Reference Architecture for On-Chip Transformer Training with Local Adam,high,cpu_fpga_fallback:high;param_rtl:low;dataflow:low, llm;large language model;transformer;attention;gpt;token;autoregressive;inference,0.73,none,none,none,low,low,high,ok,LLM-inference-on-FPGA-papers/papers/2606.16440v1.pdf,12
2606.22621v1,2606.22621,Multi-Level Resistive Synapses for On-Chip Neural Networks: A Physics-Based Design of a Memristive Crossbar Fabric with Quasi-Continuous Conductance States,high,cpu_fpga_fallback:high;dataflow:medium;overlay:low, llm;large language model;transformer;attention;kv cache;token;autoregressive;decode;inference,0.82,none,none,low,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2606.22621v1.pdf,30
2606.23541v1,2606.23541,"HeteroViT: A Versatile Single-Layer Vision Transformer Concept, Co-Designed for Distributed Real-Time Data Reduction on Scientific Detectors",high,cpu_fpga_fallback:high;dataflow:medium,large language model;transformer;attention;token;inference,0.45,none,none,none,none,medium,high,ok,LLM-inference-on-FPGA-papers/papers/2606.23541v1.pdf,9
2606.27350v2,2606.27350,"CHIA: An open-source framework for principled, agentic AI-driven hardware/software co-design research",high,cpu_fpga_fallback:high;hls:high;param_rtl:high, llm;large language model;attention;gpt;token;inference,0.55,high,high,low,high,low,high,ok,LLM-inference-on-FPGA-papers/papers/2606.27350v2.pdf,20
2606.27350v3,2606.27350,"CHIA: An open-source framework for principled, agentic AI-driven hardware/software co-design research",high,cpu_fpga_fallback:high;param_rtl:low, llm,0.09,none,none,none,low,none,high,unavailable_or_failed,LLM-inference-on-FPGA-papers/papers/2606.27350v3.pdf,0
2606.31938v1,2606.31938,FlexViT: A Flexible FPGA-based Accelerator for Edge Vision Transformers,high,cpu_fpga_fallback:high;dataflow:high;mlir_circt:medium,transformer;attention;token;inference,0.36,medium,none,low,none,high,high,ok,LLM-inference-on-FPGA-papers/papers/2606.31938v1.pdf,9
2607.01798v2,2607.01798,Approximate Attention Weighting for Sustainable FPGA-Based Vision Transformer Inference,medium,dataflow:medium;cpu_fpga_fallback:medium;param_rtl:low,transformer;attention;token;inference,0.36,low,none,none,low,medium,medium,ok,LLM-inference-on-FPGA-papers/papers/2607.01798v2.pdf,10
2607.02376v1,2607.02376,Hardware-Enforced Semantic Coordination for Safety-Critical Real-Time Autonomous Systems,high,cpu_fpga_fallback:high, llm;large language model;gpt;token;inference,0.45,none,none,none,none,none,high,ok,LLM-inference-on-FPGA-papers/papers/2607.02376v1.pdf,6
2607.03652v1,2607.03652,ELiTeFormer: An Efficient Transformer for FPGAs,high,cpu_fpga_fallback:high;overlay:high;dataflow:high, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,none,high,high,low,high,high,ok,LLM-inference-on-FPGA-papers/papers/2607.03652v1.pdf,13
2607.07597v1,2607.07597,Quantum Software Engineering in Practice: FPGA and AI Integration for Quantum Certification,high,cpu_fpga_fallback:high;param_rtl:medium, llm;large language model;gpt;token,0.36,none,none,none,medium,none,high,ok,LLM-inference-on-FPGA-papers/papers/2607.07597v1.pdf,10
2607.07643v1,2607.07643,ATLAS: Automated HLS for DL-Optimized FPGAs,high,mlir_circt:high;hls:high;dataflow:high,transformer;attention;inference,0.27,high,high,low,medium,high,medium,ok,LLM-inference-on-FPGA-papers/papers/2607.07643v1.pdf,9
2607.11585v1,2607.11585,Machine Learning-Based Reconstruction for Resistive Silicon Sensors,medium,hls:medium;cpu_fpga_fallback:medium;mlir_circt:low,transformer;attention;token,0.27,low,medium,none,none,none,medium,ok,LLM-inference-on-FPGA-papers/papers/2607.11585v1.pdf,9
2607.15123v1,2607.15123,NIFA: Nonlinear IMC enhanced FPGA for efficient ML inference,high,dataflow:high;cpu_fpga_fallback:high;param_rtl:medium, llm;transformer;attention;inference,0.36,low,none,none,medium,high,high,ok,LLM-inference-on-FPGA-papers/papers/2607.15123v1.pdf,9
