arxiv_id,base_arxiv_id,title,published_year,primary_category,all_categories,pdf_path,pdf_sha256,pdf_pages,pdf_scanned,pdf_status,survey_scope,llm_relevance_hits,llm_relevance_score,mlir_circt_level,mlir_circt_hits,mlir_circt_pages,mlir_circt_evidence,hls_level,hls_hits,hls_pages,hls_evidence,overlay_level,overlay_hits,overlay_pages,overlay_evidence,param_rtl_level,param_rtl_hits,param_rtl_pages,param_rtl_evidence,dataflow_level,dataflow_hits,dataflow_pages,dataflow_evidence,cpu_fpga_fallback_level,cpu_fpga_fallback_hits,cpu_fpga_fallback_pages,cpu_fpga_fallback_evidence,realistically_reusable,top_route_candidates,route_notes
2512.00335v1,2512.00335,Efficient Kernel Mapping and Comprehensive System Evaluation of LLM Acceleration on a CGLA,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2512.00335v1.pdf,14323a980ac2e5eabc7a3c7b276eee0c05aae9fe683a9565f5002c51124047d8,17,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;prefill;decode;inference,0.91,low,tensor,"tensor@p2,7,8,9,16","tensor@p2,7,8,9,16",none,,,,low,instruction set,instruction set@p1,instruction set@p1,low, rtl, rtl@p17,rtl@p17,medium,dataflow;pipeline,"dataflow@p2,3,4,5,7,8;pipeline@p2,4,5,7,8,15","dataflow@p2,3,4,5,7,8;pipeline@p2,4,5,7,8,15",high,host;ps ;offload;processing system; cpu;hybrid;heterogeneous;co-design,"host@p1,2,3,4,5,6,9,10,12,13,14,15;ps @p1,4,7,9,15;offload@p3,5,6,10,12,13;processing system@p4,16; cpu@p5,6,10,12,13,14;hybrid@p5;heterogeneous@p5,13,14;co-design@p15,16","host@p1,2,3,4,5,6,9,10,12,13,14,15;ps @p1,4,7,9,15;offload@p3,5,6,10,12,13;processing system@p4,16;cpu@p5,6,10,12,13,14",high,cpu_fpga_fallback:high;dataflow:medium;param_rtl:low,"cpu_fpga_fallback:high via host@p1,2,3,4,5,6,9,10,12,13,14,15;ps @p1,4,7,9,15;offload@p3,5,6,10,12,13;processing system@p4,16; cpu@p5,6,10,12,13,14;hybrid@p5;heterogeneous@p5,13,14;co-design@p15,16"
2512.11550v1,2512.11550,PD-Swap: Prefill-Decode Logic Swapping for End-to-End LLM Inference on Edge FPGAs via Dynamic Partial Reconfiguration,2025,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2512.11550v1.pdf,30a6b838fa8f0850f4ba96fe00df2edb992e4caf783cf349b2a0cdd20b874937,13,yes,ok,full_paper, llm;large language model;transformer;attention;kv cache;token;autoregressive;prefill;decode;inference,0.91,low,tensor,"tensor@p3,4","tensor@p3,4",high, hls;high-level synthesis;vitis hls," hls@p5,12;high-level synthesis@p12;vitis hls@p12","hls@p5,12;high-level synthesis@p12;vitis hls@p12",medium,overlay;microarchitecture,overlay@p2;microarchitecture@p2,overlay@p2;microarchitecture@p2,medium,synthesizable; rtl,synthesizable@p5; rtl@p12,synthesizable@p5;rtl@p12,high,dataflow;pipeline;tiling,"dataflow@p1,2,3,4,5;pipeline@p2,5;tiling@p3,4","dataflow@p1,2,3,4,5;pipeline@p2,5;tiling@p3,4",high,host;ps ; cpu;offload;heterogeneous,"host@p1,3;ps @p1,2,3,5,12; cpu@p2;offload@p2;heterogeneous@p3,12","host@p1,3;ps @p1,2,3,5,12;cpu@p2;offload@p2;heterogeneous@p3,12",high,cpu_fpga_fallback:high;hls:high;dataflow:high,"cpu_fpga_fallback:high via host@p1,3;ps @p1,2,3,5,12; cpu@p2;offload@p2;heterogeneous@p3,12"
2512.11920v1,2512.11920,CXL-SpecKV: A Disaggregated FPGA Speculative KV-Cache for Datacenter LLM Serving,2025,cs.AI,cs.AI,LLM-inference-on-FPGA-papers/papers/2512.11920v1.pdf,9503a4370d714570b445baca6779b281da73ea3bcfc47e6d6cfcb4164af28c5d,11,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,low,tensor,"tensor@p1,2,3,6,11","tensor@p1,2,3,6,11",low, hls, hls@p5,hls@p5,none,,,,medium,verilog; rtl,verilog@p5; rtl@p5,verilog@p5;rtl@p5,high,pipeline;streaming;systolic;memory hierarchy;double buffering,"pipeline@p1,3,4,5,10;streaming@p2,5,11;systolic@p2,3,11;memory hierarchy@p4;double buffering@p4","pipeline@p1,3,4,5,10;streaming@p2,5,11;systolic@p2,3,11;memory hierarchy@p4;double buffering@p4",high,offload; cpu;ps ;host;co-design;heterogeneous;processing system,"offload@p1,2,6,7,8; cpu@p2,6,7,8;ps @p2,6,11;host@p3;co-design@p6,10;heterogeneous@p10;processing system@p11","offload@p1,2,6,7,8;cpu@p2,6,7,8;ps @p2,6,11;host@p3;co-design@p6,10",high,cpu_fpga_fallback:high;dataflow:high;param_rtl:medium,"cpu_fpga_fallback:high via offload@p1,2,6,7,8; cpu@p2,6,7,8;ps @p2,6,11;host@p3;co-design@p6,10;heterogeneous@p10;processing system@p11"
2512.13263v1,2512.13263,An End-to-End Neural Network Transceiver Design for OFDM System with FPGA-Accelerated Implementation,2025,eess.SY,eess.SY,LLM-inference-on-FPGA-papers/papers/2512.13263v1.pdf,74b643235aa5e6ceafad409da9dd130eb67e4c66a1ca45e01b048bdc0936313b,13,yes,ok,full_paper,transformer;attention;inference,0.27,medium,tensor;affine,"tensor@p2,4,6,7,13;affine@p6","tensor@p2,4,6,7,13;affine@p6",none,,,,none,,,,none,,,,high,pipeline;dataflow;operator fusion;streaming;systolic,"pipeline@p1,2,3,7,9,10,12;dataflow@p2,7,8,9,11,13;operator fusion@p6;streaming@p7,11;systolic@p8,9","pipeline@p1,2,3,7,9,10,12;dataflow@p2,7,8,9,11,13;operator fusion@p6;streaming@p7,11;systolic@p8,9",high,hybrid;co-design; cpu;processing system;ps ;heterogeneous,"hybrid@p1,2,3,12;co-design@p2; cpu@p7,11;processing system@p7;ps @p7,9,10,11,12;heterogeneous@p7,10","hybrid@p1,2,3,12;co-design@p2;cpu@p7,11;processing system@p7;ps @p7,9,10,11,12",high,cpu_fpga_fallback:high;dataflow:high;mlir_circt:medium,"cpu_fpga_fallback:high via hybrid@p1,2,3,12;co-design@p2; cpu@p7,11;processing system@p7;ps @p7,9,10,11,12;heterogeneous@p7,10"
2512.14762v1,2512.14762,Workflows vs Agents for Code Translation,2025,cs.SE,cs.SE|cs.AI,LLM-inference-on-FPGA-papers/papers/2512.14762v1.pdf,478f5ea421f0d4725fd9dcffaacf5e29a9774e8d778144150dd815c35f41b8fd,10,yes,ok,full_paper, llm;large language model;attention;token;inference,0.45,none,,,,none,,,,none,,,,high,hardware description;verilog;vhdl;synthesizable,"hardware description@p1,2;verilog@p2;vhdl@p2,3,4,8;synthesizable@p2","hardware description@p1,2;verilog@p2;vhdl@p2,3,4,8;synthesizable@p2",high,pipeline;dataflow;streaming,"pipeline@p1,2,3,5,6,7,8,9;dataflow@p2;streaming@p2","pipeline@p1,2,3,5,6,7,8,9;dataflow@p2;streaming@p2",medium,ps ;hybrid,"ps @p1,2,5,7;hybrid@p7","ps @p1,2,5,7;hybrid@p7",high,param_rtl:high;dataflow:high;cpu_fpga_fallback:medium,"param_rtl:high via hardware description@p1,2;verilog@p2;vhdl@p2,3,4,8;synthesizable@p2"
2512.15515v1,2512.15515,FAME: FPGA Acceleration of Secure Matrix Multiplication with Homomorphic Encryption,2025,cs.AR,cs.AR|cs.CR,LLM-inference-on-FPGA-papers/papers/2512.15515v1.pdf,b49f99660dc96eeee715ef28662c9928de54b403f59c8f215c7979cc43c1f137,10,yes,ok,full_paper,inference,0.09,none,,,,none,,,,none,,,,medium,verilog; rtl,verilog@p7; rtl@p7,verilog@p7;rtl@p7,high,memory hierarchy;pipeline;streaming,"memory hierarchy@p1;pipeline@p5,6;streaming@p6","memory hierarchy@p1;pipeline@p5,6;streaming@p6",high, cpu;co-design;ps ," cpu@p1,2,4,6,7,8;co-design@p2,5,8;ps @p6,7,8","cpu@p1,2,4,6,7,8;co-design@p2,5,8;ps @p6,7,8",high,dataflow:high;cpu_fpga_fallback:high;param_rtl:medium,"dataflow:high via memory hierarchy@p1;pipeline@p5,6;streaming@p6"
2512.15838v2,2512.15838,Low-Latency FPGA Control System for Real-Time Neural Network Processing in CCD-Based Trapped-Ion Qubit Measurement,2025,quant-ph,quant-ph|cs.AR,LLM-inference-on-FPGA-papers/papers/2512.15838v2.pdf,861b77b2047c1a222e84c0f2cba0c45f7a21bee98ebbeccc27abbae80dcf66b6,11,yes,ok,full_paper,transformer;attention;token;decode;inference,0.45,low,handshake,"handshake@p2,3","handshake@p2,3",high,high-level synthesis; hls;vivado hls,"high-level synthesis@p2,5,11; hls@p5,8;vivado hls@p8","high-level synthesis@p2,5,11;hls@p5,8;vivado hls@p8",none,,,,medium,verilog; rtl,verilog@p5; rtl@p5,verilog@p5;rtl@p5,medium,pipeline;dataflow,"pipeline@p2,5,6,9;dataflow@p3,7","pipeline@p2,5,6,9;dataflow@p3,7",high, cpu;host;ps ;processing system," cpu@p2,7;host@p2,7;ps @p3,4,7,8;processing system@p11","cpu@p2,7;host@p2,7;ps @p3,4,7,8;processing system@p11",high,cpu_fpga_fallback:high;hls:high;param_rtl:medium,"cpu_fpga_fallback:high via  cpu@p2,7;host@p2,7;ps @p3,4,7,8;processing system@p11"
2512.23914v3,2512.23914,Hardware Acceleration for Neural Networks: A Comprehensive Survey,2025,eess.SY,eess.SY,LLM-inference-on-FPGA-papers/papers/2512.23914v3.pdf,42a39a9e7b48f6ddd9d418863d7ca114cfc9464bc6de599c734253a109d6a8f1,54,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;token;autoregressive;prefill;decode;inference,0.91,low,tensor,"tensor@p1,2,3,5,6,7,8,10,13,14,15,17,21,22,23,24,25,32,33,34,35,36,38,39,41,42,43,44,47","tensor@p1,2,3,5,6,7,8,10,13,14,15,17,21,22,23,24,25,32,33,34,35,36,38,39,41,42,…",medium,high-level synthesis; hls,"high-level synthesis@p8; hls@p15,45","high-level synthesis@p8;hls@p15,45",low,instruction set,instruction set@p11,instruction set@p11,low, rtl," rtl@p15,21","rtl@p15,21",high,dataflow;systolic;operator fusion;memory hierarchy;tiling;pipeline;streaming;double buffering,"dataflow@p1,2,3,4,5,8,9,14,17,18,21,22,24,26,32,34,35,36,37,43,44;systolic@p1,3,8,11,13,17,18,24,25,32,34,36,39,42,43;operator fusion@p1,3,5,24,25;memory hierarchy@p1,14,21,24,34,42,45,47;tiling@p1,2,3,6,7,21,24,25,33,34,35,36,37,40,41,42,44;pipeline@p2,5,8,9,13,14,15,17,18,20,21,22,23,24,25,27,28,29,30,32,34,35,36,37,39,40,41,42,43,44,47,48;streaming@p5,8,14,15,16,21,24,27,28,35,37,39,40,44,47;double buffering@p8","dataflow@p1,2,3,4,5,8,9,14,17,18,21,22,24,26,32,34,35,36,37,43,44;systolic@p1,3,8,11,13,17,18,24,25,32,34,36,39,42,43;operator fusion@p1,3,5,24,25;memory hierarchy@p1,14,21,24,34,42,45,47;tiling@p1,2,3,6,7,21,24,25,33,34,35,36,37,40,41,42,44",high,co-design;host;heterogeneous; cpu;ps ;offload;hybrid,"co-design@p1,2,10,14,18,25,26,28,30,40,43,45,47,48;host@p2,5,8,11,15,21,26,27,29,35,37,39,40,42,44;heterogeneous@p3,6,12,16,18,22,30,32,45,48; cpu@p5,7,9,11,15,21,22,24,26,34,36,39,42,43;ps @p6,8,9,12,13,14,15,16,17,18,19,24,34,35,36,37,38,39,41,42,43,44,45,47;offload@p28;hybrid@p28,30","co-design@p1,2,10,14,18,25,26,28,30,40,43,45,47,48;host@p2,5,8,11,15,21,26,27,29,35,37,39,40,42,44;heterogeneous@p3,6,12,16,18,22,30,32,45,48;cpu@p5,7,9,11,15,21,22,24,26,34,36,39,42,43;ps @p6,8,9,12,13,14,15,16,17,18,19,24,34,35,36,37,38,39,41,42,43,44,45,47",high,dataflow:high;cpu_fpga_fallback:high;hls:medium,"dataflow:high via dataflow@p1,2,3,4,5,8,9,14,17,18,21,22,24,26,32,34,35,36,37,43,44;systolic@p1,3,8,11,13,17,18,24,25,32,34,36,39,42,43;operator fusion@p1,3,5,24,25;memory hierarchy@p1,14,21,24,34,42,45,47;tiling@p1,2,3,6,7,21,24,25,33,34,35,36,37,40,41,42,44;pipeline@p2,5,8,9,13,14,15,17,18,20,21,22,23,24,25,27,28,29,30,32,34,35,36,37,39,40,41,42,43,44,47,48;streaming@p5,8,14,15,16,21,24,27,28,35,37,39,40,44,47;double buffering@p8"
2512.24713v2,2512.24713,FPGA Co-Design for Efficient N:M Sparse and Quantized Model Inference,2025,cs.LG,cs.LG|cs.AR,LLM-inference-on-FPGA-papers/papers/2512.24713v2.pdf,,0,no,unavailable_or_failed,metadata_fallback, llm;large language model;token;inference,0.36,low,tensor,tensor@p1,tensor@p1,none,,,,none,,,,none,,,,medium,pipeline;systolic,pipeline@p1;systolic@p1,pipeline@p1;systolic@p1,medium, cpu;co-design, cpu@p1;co-design@p1,cpu@p1;co-design@p1,medium,dataflow:medium;cpu_fpga_fallback:medium;mlir_circt:low,dataflow:medium via pipeline@p1;systolic@p1
2601.02135v1,2601.02135,HFRWKV: A High-Performance Fully On-Chip Hardware Accelerator for RWKV,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2601.02135v1.pdf,01d696a483f0a36e2b9790e445da5fa2261f495851eeed29fe095b9529daed69,9,yes,ok,full_paper, llm;large language model;transformer;attention;token;decode;inference,0.64,low,tensor,"tensor@p1,2","tensor@p1,2",none,,,,none,,,,none,,,,high,dataflow;pipeline;systolic;double buffering,"dataflow@p1;pipeline@p1,2,4,5,6,8;systolic@p4;double buffering@p8","dataflow@p1;pipeline@p1,2,4,5,6,8;systolic@p4;double buffering@p8",high, cpu;hybrid;ps ;offload," cpu@p1,2,6,7,8;hybrid@p1,2,8;ps @p2,4;offload@p6","cpu@p1,2,6,7,8;hybrid@p1,2,8;ps @p2,4;offload@p6",high,dataflow:high;cpu_fpga_fallback:high;mlir_circt:low,"dataflow:high via dataflow@p1;pipeline@p1,2,4,5,6,8;systolic@p4;double buffering@p8"
2601.06065v1,2601.06065,Enabling Long FFT Convolutions on Memory-Constrained FPGAs via Chunking,2025,cs.LG,cs.LG|cs.AR,LLM-inference-on-FPGA-papers/papers/2601.06065v1.pdf,a6572df6027ae2788bd6e698c596b37572b52a0b29e5143c6d399eea26907294,2,yes,ok,full_paper,transformer;attention,0.18,low,tensor,tensor@p2,tensor@p2,medium, hls;vitis hls, hls@p2;vitis hls@p2,hls@p2;vitis hls@p2,medium,overlay;overlay processor,overlay@p2;overlay processor@p2,overlay@p2;overlay processor@p2,none,,,,none,,,,high,ps ; cpu;host,ps @p1; cpu@p2;host@p2,ps @p1;cpu@p2;host@p2,high,cpu_fpga_fallback:high;overlay:medium;hls:medium,cpu_fpga_fallback:high via ps @p1; cpu@p2;host@p2
2601.07130v1,2601.07130,The Potential Impact of Neuromorphic Computing on Radio Telescope Observatories,2026,astro-ph.IM,astro-ph.IM|cs.NE,LLM-inference-on-FPGA-papers/papers/2601.07130v1.pdf,6025499e78693ebdd31ffdf7c79cf229c75fda6656c6597ab1cf11254f07fe60,40,yes,ok,full_paper,inference,0.09,none,,,,none,,,,none,,,,none,,,,low,pipeline,"pipeline@p1,3,4,5,7,9,11,12,15,19","pipeline@p1,3,4,5,7,9,11,12,15,19",high,heterogeneous; cpu;ps ,"heterogeneous@p2; cpu@p6,11,12,15,20;ps @p7,10,12,13,14,15,16,19,21","heterogeneous@p2;cpu@p6,11,12,15,20;ps @p7,10,12,13,14,15,16,19,21",high,cpu_fpga_fallback:high;dataflow:low,"cpu_fpga_fallback:high via heterogeneous@p2; cpu@p6,11,12,15,20;ps @p7,10,12,13,14,15,16,19,21"
2601.09217v2,2601.09217,Relational Hoare Logic for High-Level Synthesis of Hardware Accelerators,2026,cs.PL,cs.PL|cs.AR,LLM-inference-on-FPGA-papers/papers/2601.09217v2.pdf,3cbdf7b1b7eba580ec43cca9e9f3999bfefac7032145f72327bb6965337d5a92,39,yes,ok,full_paper,attention,0.09,high,mlir;torch-mlir;affine,"mlir@p20,25;torch-mlir@p20;affine@p20,25","mlir@p20,25;torch-mlir@p20;affine@p20,25",high,high-level synthesis; hls;vitis hls,"high-level synthesis@p1,5,21,24,25,26; hls@p1,2,3,4,5,6,13,19,20,21,25,26;vitis hls@p2,5,6,19,21","high-level synthesis@p1,5,21,24,25,26;hls@p1,2,3,4,5,6,13,19,20,21,25,26;vitis hls@p2,5,6,19,21",none,,,,low,hardware description,"hardware description@p1,5","hardware description@p1,5",high,streaming;tiling;dataflow;pipeline,"streaming@p4;tiling@p5,26;dataflow@p25;pipeline@p26","streaming@p4;tiling@p5,26;dataflow@p25;pipeline@p26",high, cpu;host;ps ;processing system," cpu@p5,20;host@p5,7,13,20;ps @p6,7,9,12,15,17,19,20,26;processing system@p20","cpu@p5,20;host@p5,7,13,20;ps @p6,7,9,12,15,17,19,20,26;processing system@p20",high,dataflow:high;cpu_fpga_fallback:high;mlir_circt:high,"dataflow:high via streaming@p4;tiling@p5,26;dataflow@p25;pipeline@p26"
2601.14098v1,2601.14098,A flexible language model-assisted electronic design automation framework,2026,eess.SY,eess.SY,LLM-inference-on-FPGA-papers/papers/2601.14098v1.pdf,71947cbb0626d94a641463fb66a004012375c55a38e3ea3974bed778ffe7ecd0,29,yes,ok,full_paper, llm;large language model;gpt;token,0.36,none,,,,low,high level synthesis,high level synthesis@p1,high level synthesis@p1,none,,,,high,register-transfer;verilog;hardware description,"register-transfer@p1;verilog@p2,3,7,8,10,12,13;hardware description@p2","register-transfer@p1;verilog@p2,3,7,8,10,12,13;hardware description@p2",low,pipeline,pipeline@p12,pipeline@p12,low,ps ,"ps @p4,11,13","ps @p4,11,13",high,param_rtl:high;hls:low;dataflow:low,"param_rtl:high via register-transfer@p1;verilog@p2,3,7,8,10,12,13;hardware description@p2"
2601.15151v1,2601.15151,Pipeline Automation Framework for Reusable High-throughput Network Applications on FPGA,2026,cs.AR,cs.AR,LLM-inference-on-FPGA-papers/papers/2601.15151v1.pdf,41a44bc9de79e1713e960bd4e69b24c44624d7c8dd1d59ab983779a9626e9e37,29,yes,ok,full_paper,inference,0.09,low,handshake,"handshake@p7,8,9,11,13,19","handshake@p7,8,9,11,13,19",high,chisel;high-level synthesis; hls,"chisel@p1,3,4,5,6,9,10,11,14,22,23,24,26,28;high-level synthesis@p3; hls@p4","chisel@p1,3,4,5,6,9,10,11,14,22,23,24,26,28;high-level synthesis@p3;hls@p4",low,microarchitecture,microarchitecture@p3,microarchitecture@p3,high,hardware description;systemverilog;verilog;vhdl,"hardware description@p1,2,3,4,10;systemverilog@p3,21,24;verilog@p3,4,19,21,22,24,26;vhdl@p3","hardware description@p1,2,3,4,10;systemverilog@p3,21,24;verilog@p3,4,19,21,22,24,26;vhdl@p3",medium,pipeline;dataflow,"pipeline@p1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28;dataflow@p3","pipeline@p1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27…;dataflow@p3",medium,heterogeneous;ps ,"heterogeneous@p1;ps @p2,5,7,8,9,10,11,12,15,19,20,24","heterogeneous@p1;ps @p2,5,7,8,9,10,11,12,15,19,20,24",high,param_rtl:high;hls:high;dataflow:medium,"param_rtl:high via hardware description@p1,2,3,4,10;systemverilog@p3,21,24;verilog@p3,4,19,21,22,24,26;vhdl@p3"
2601.15710v1,2601.15710,FlexLLM: Composable HLS Library for Flexible Hybrid LLM Accelerator Design,2026,cs.AR,cs.AR|cs.AI|cs.LG,LLM-inference-on-FPGA-papers/papers/2601.15710v1.pdf,68a8c0f9f483718cdf2ea63657253814536302c8648f77491d75446ba0af92c1,10,yes,ok,full_paper, llm;large language model;transformer;attention;gpt;kv cache;token;autoregressive;prefill;decode;inference,1.00,medium,mlir;tensor,"mlir@p2;tensor@p2,3,4,5,9","mlir@p2;tensor@p2,3,4,5,9",high, hls;hls4ml;high-level synthesis," hls@p1,2,3,4,8,9;hls4ml@p3,4,9","hls@p1,2,3,4,8,9;hls4ml@p3,4,9",medium,overlay;microarchitecture,overlay@p6;microarchitecture@p9,overlay@p6;microarchitecture@p9,low, rtl," rtl@p1,2,7,9","rtl@p1,2,7,9",high,dataflow;pipeline;streaming;systolic,"dataflow@p1,3,5,6,9;pipeline@p1,2,3,4,6,7;streaming@p2,3,4,5,6;systolic@p4","dataflow@p1,3,5,6,9;pipeline@p1,2,3,4,6,7;streaming@p2,3,4,5,6;systolic@p4",high, cpu;hybrid;co-design;heterogeneous;ps ;processing system;cpu-fpga," cpu@p1,9;hybrid@p1,2,3,4,5,6,8,9;co-design@p1,3;heterogeneous@p1,3,9;ps @p3,5,6,8;processing system@p9;cpu-fpga@p9","cpu@p1,9;hybrid@p1,2,3,4,5,6,8,9;co-design@p1,3;heterogeneous@p1,3,9;ps @p3,5,6,8",high,cpu_fpga_fallback:high;dataflow:high;hls:high,"cpu_fpga_fallback:high via  cpu@p1,9;hybrid@p1,2,3,4,5,6,8,9;co-design@p1,3;heterogeneous@p1,3,9;ps @p3,5,6,8;processing system@p9;cpu-fpga@p9"
2601.17215v1,2601.17215,JetFormer: A Scalable and Efficient Transformer for Jet Tagging from Offline Analysis to FPGA Triggers,2026,cs.LG,cs.LG|hep-ex,LLM-inference-on-FPGA-papers/papers/2601.17215v1.pdf,fd33f8d9161a079e83f5e8e050089d6a9d4adf023eea3751fb604b82e2a6567e,18,yes,ok,full_paper,transformer;attention;token;inference,0.36,medium,mlir;llvm,"mlir@p4;llvm@p4,9","mlir@p4;llvm@p4,9",high, hls;hls4ml;high-level synthesis;vitis hls;llvm," hls@p1,2,4,9,10,11,14;hls4ml@p1,2,10,11;high-level synthesis@p2;vitis hls@p4,9;llvm@p4,9","hls@p1,2,4,9,10,11,14;hls4ml@p1,2,10,11;high-level synthesis@p2;vitis hls@p4,9;llvm@p4,9",none,,,,none,,,,low,pipeline,"pipeline@p1,2,3,4,6,7,9,10,15","pipeline@p1,2,3,4,6,7,9,10,15",high,ps ;co-design; cpu,"ps @p1,3,5,6,7,9,10,11,12,13,14,15;co-design@p3,15; cpu@p4,9","ps @p1,3,5,6,7,9,10,11,12,13,14,15;co-design@p3,15;cpu@p4,9",high,hls:high;cpu_fpga_fallback:high;mlir_circt:medium,"hls:high via  hls@p1,2,4,9,10,11,14;hls4ml@p1,2,10,11;high-level synthesis@p2;vitis hls@p4,9;llvm@p4,9"
2601.17806v1,2601.17806,@NTT: Algorithm-Targeted NTT hardware acceleration via Design-Time Constant Optimization,2026,cs.CR,cs.CR|cs.AR,LLM-inference-on-FPGA-papers/papers/2601.17806v1.pdf,d9d9d14e4245ff9308b931b605d4e08950cb89e38bea7fcb6c397bb135c0ed9a,4,yes,ok,full_paper,,0.00,none,,,,none,,,,none,,,,high,verilog;vhdl; rtl,"verilog@p1;vhdl@p1; rtl@p3,4","verilog@p1;vhdl@p1;rtl@p3,4",low,pipeline,"pipeline@p3,4","pipeline@p3,4",low,ps ,ps @p3,ps @p3,low,param_rtl:high;dataflow:low;cpu_fpga_fallback:low,"param_rtl:high via verilog@p1;vhdl@p1; rtl@p3,4"
2601.19413v1,2601.19413,NET4EXA: Pioneering the Future of Interconnects for Supercomputing and AI,2026,cs.NI,cs.NI|cs.DC,LLM-inference-on-FPGA-papers/papers/2601.19413v1.pdf,c2e76fd98511377f7b9ee8a6e4f5dfd30a77937003d847da5706be9e4ede5993,7,yes,ok,full_paper,large language model,0.09,none,,,,none,,,,none,,,,low, rtl," rtl@p5,6","rtl@p5,6",none,,,,high,ps ;heterogeneous; cpu;offload;host;co-design;hybrid,"ps @p1,2,4,5,6,7;heterogeneous@p2,5; cpu@p3,6;offload@p3,4,5,6;host@p3,4,6,7;co-design@p6","ps @p1,2,4,5,6,7;heterogeneous@p2,5;cpu@p3,6;offload@p3,4,5,6;host@p3,4,6,7",high,cpu_fpga_fallback:high;param_rtl:low,"cpu_fpga_fallback:high via ps @p1,2,4,5,6,7;heterogeneous@p2,5; cpu@p3,6;offload@p3,4,5,6;host@p3,4,6,7;co-design@p6"
2601.22804v2,2601.22804,Trojan-Resilient NTT: Protecting Against Control Flow and Timing Faults on Reconfigurable Platforms,2026,cs.CR,cs.CR|cs.AR,LLM-inference-on-FPGA-papers/papers/2601.22804v2.pdf,982b58d1c755e0d3cccac16e4ea4a8f9592e061ca0988e92dd94b8d814032cfa,12,yes,ok,full_paper,,0.00,none,,,,medium,high-level synthesis; hls,high-level synthesis@p12; hls@p12,high-level synthesis@p12;hls@p12,none,,,,medium, rtl;vhdl," rtl@p1,9,11,12;vhdl@p8","rtl@p1,9,11,12;vhdl@p8",low,pipeline,"pipeline@p2,3,4,5,9","pipeline@p2,3,4,5,9",high,ps ; cpu;host;co-design,"ps @p2,4,6,7,8,9,10; cpu@p6,7,8,9;host@p6,7,8,9,12;co-design@p12","ps @p2,4,6,7,8,9,10;cpu@p6,7,8,9;host@p6,7,8,9,12;co-design@p12",low,cpu_fpga_fallback:high;param_rtl:medium;hls:medium,"cpu_fpga_fallback:high via ps @p2,4,6,7,8,9,10; cpu@p6,7,8,9;host@p6,7,8,9,12;co-design@p12"
2602.02005v1,2602.02005,Position: The Need for Ultrafast Training,2026,cs.AR,cs.AR|cs.LG|eess.SY|hep-ex|quant-ph,LLM-inference-on-FPGA-papers/papers/2602.02005v1.pdf,8f3491465790eedd3ea41a39bed7b611b041a1e6995dda1cbf587dca1e56aa2f,4,yes,ok,full_paper,decode;inference,0.18,none,,,,medium, hls;hls4ml," hls@p1,3,4;hls4ml@p1,3,4","hls@p1,3,4;hls4ml@p1,3,4",none,,,,none,,,,medium,pipeline;streaming,"pipeline@p1,3;streaming@p2,3","pipeline@p1,3;streaming@p2,3",high, cpu;offload;host;co-design;ps ," cpu@p1,2;offload@p1;host@p1,2,3;co-design@p2;ps @p2,3","cpu@p1,2;offload@p1;host@p1,2,3;co-design@p2;ps @p2,3",high,cpu_fpga_fallback:high;hls:medium;dataflow:medium,"cpu_fpga_fallback:high via  cpu@p1,2;offload@p1;host@p1,2,3;co-design@p2;ps @p2,3"
